Year,State,County,Value
1976,INDIANA,WHITLEY,103.3
1976,INDIANA,BENTON,115.3
1976,INDIANA,JASPER,107.3
1976,INDIANA,LA PORTE,107.3
1976,INDIANA,LAKE,113.3
1976,INDIANA,NEWTON,124.3
1976,INDIANA,PORTER,111.3
1976,INDIANA,PULASKI,113.3
1976,INDIANA,STARKE,109.3
1976,INDIANA,WHITE,111.3
1976,INDIANA,BROWN,109.3
1976,INDIANA,CRAWFORD,99.3
1976,INDIANA,FLOYD,101.3
1976,INDIANA,HARRISON,91.3
1976,INDIANA,JACKSON,109.3
1976,INDIANA,LAWRENCE,105.3
1976,INDIANA,MONROE,93.3
1976,INDIANA,ORANGE,107.3
1976,INDIANA,PERRY,85.2
1976,INDIANA,WASHINGTON,105.3
1976,INDIANA,CLARK,92.3
1976,INDIANA,DEARBORN,89.2
1976,INDIANA,FRANKLIN,99.3
1976,INDIANA,JEFFERSON,97.3
1976,INDIANA,JENNINGS,113.3
1976,INDIANA,OHIO,104.3
1976,INDIANA,RIPLEY,107.3
1976,INDIANA,SCOTT,103.3
1976,INDIANA,SWITZERLAND,91.3
1976,INDIANA,DAVIESS,130.4
1976,INDIANA,DUBOIS,105.3
1976,INDIANA,GIBSON,117.3
1976,INDIANA,GREENE,96.3
1976,INDIANA,KNOX,128.4
1976,INDIANA,MARTIN,86.2
1976,INDIANA,PIKE,103.3
1976,INDIANA,POSEY,115.3
1976,INDIANA,SPENCER,83.2
1976,INDIANA,SULLIVAN,111.3
1976,INDIANA,VANDERBURGH,104.3
1976,INDIANA,WARRICK,96.3
1976,INDIANA,CLAY,101.3
1976,INDIANA,FOUNTAIN,124.3
1976,INDIANA,MONTGOMERY,114.3
1976,INDIANA,OWEN,105.3
1976,INDIANA,PARKE,114.3
1976,INDIANA,PUTNAM,117.3
1976,INDIANA,TIPPECANOE,108.3
1976,INDIANA,VERMILLION,124.3
1976,INDIANA,VIGO,95.3
1976,INDIANA,WARREN,119.3
1975,INDIANA,BARTHOLOMEW,80
1975,INDIANA,BOONE,116.1
1975,INDIANA,CLINTON,124.1
1975,INDIANA,DECATUR,87
1975,INDIANA,GRANT,110
1975,INDIANA,HAMILTON,108
1975,INDIANA,HANCOCK,94
1975,INDIANA,HENDRICKS,102
1975,INDIANA,HOWARD,122.1
1975,INDIANA,JOHNSON,99
1975,INDIANA,MADISON,105
1975,INDIANA,MARION,84
1975,INDIANA,MORGAN,94
1975,INDIANA,RUSH,90
1975,INDIANA,SHELBY,88
1975,INDIANA,TIPTON,120.1
1975,INDIANA,BLACKFORD,97
1975,INDIANA,DELAWARE,104
1975,INDIANA,FAYETTE,80
1975,INDIANA,HENRY,85
1975,INDIANA,JAY,83
1975,INDIANA,RANDOLPH,86
1975,INDIANA,UNION,100
1975,INDIANA,WAYNE,80
1975,INDIANA,CARROLL,130.1
1975,INDIANA,CASS,114
1975,INDIANA,ELKHART,89
1975,INDIANA,FULTON,86
1975,INDIANA,KOSCIUSKO,90
1975,INDIANA,MARSHALL,86
1975,INDIANA,MIAMI,106
1975,INDIANA,ST. JOSEPH,84
1975,INDIANA,WABASH,98
1975,INDIANA,ADAMS,70
1975,INDIANA,ALLEN,80
1975,INDIANA,DE KALB,84
1975,INDIANA,HUNTINGTON,88
1975,INDIANA,LAGRANGE,94
1975,INDIANA,NOBLE,90
1975,INDIANA,STEUBEN,74
1975,INDIANA,WELLS,86
1975,INDIANA,WHITLEY,82
1975,INDIANA,BENTON,118.1
1975,INDIANA,JASPER,106
1975,INDIANA,LA PORTE,96
1975,INDIANA,LAKE,100
1975,INDIANA,NEWTON,116.1
1975,INDIANA,PORTER,95
1975,INDIANA,PULASKI,96
1975,INDIANA,STARKE,90
1975,INDIANA,WHITE,105
1975,INDIANA,BROWN,78
1975,INDIANA,CRAWFORD,60
1975,INDIANA,FLOYD,66
1975,INDIANA,HARRISON,58
1975,INDIANA,JACKSON,71
1975,INDIANA,LAWRENCE,73
1975,INDIANA,MONROE,84
1975,INDIANA,ORANGE,70
1975,INDIANA,PERRY,80
1975,INDIANA,WASHINGTON,61
1975,INDIANA,CLARK,81
1975,INDIANA,DEARBORN,62
1975,INDIANA,FRANKLIN,86
1975,INDIANA,JEFFERSON,72
1975,INDIANA,JENNINGS,84
1975,INDIANA,OHIO,60
1975,INDIANA,RIPLEY,72
1975,INDIANA,SCOTT,72
1975,INDIANA,SWITZERLAND,61
1975,INDIANA,DAVIESS,106
1975,INDIANA,DUBOIS,96
1975,INDIANA,GIBSON,110
1975,INDIANA,GREENE,101
1975,INDIANA,KNOX,110
1975,INDIANA,MARTIN,74
1975,INDIANA,PIKE,90
1975,INDIANA,POSEY,100
1975,INDIANA,SPENCER,76
1975,INDIANA,SULLIVAN,106
1975,INDIANA,VANDERBURGH,102
1975,INDIANA,WARRICK,92
1975,INDIANA,CLAY,98
1975,INDIANA,FOUNTAIN,118.1
1975,INDIANA,MONTGOMERY,112
1975,INDIANA,OWEN,90
1975,INDIANA,PARKE,110
1975,INDIANA,PUTNAM,101
1975,INDIANA,TIPPECANOE,112
1975,INDIANA,VERMILLION,112
1975,INDIANA,VIGO,104
1975,INDIANA,WARREN,126.1
1974,INDIANA,BARTHOLOMEW,83.7
1974,INDIANA,BOONE,58.8
1974,INDIANA,CLINTON,58.8
1974,INDIANA,DECATUR,92.6
1974,INDIANA,GRANT,77.7
1974,INDIANA,HAMILTON,68.7
1974,INDIANA,HANCOCK,83.7
1974,INDIANA,HENDRICKS,60.8
1974,INDIANA,HOWARD,77.7
1974,INDIANA,JOHNSON,80.7
1974,INDIANA,MADISON,79.7
1974,INDIANA,MARION,73.7
1974,INDIANA,MORGAN,76.7
1974,INDIANA,RUSH,89.6
1974,INDIANA,SHELBY,86.6
1974,INDIANA,TIPTON,76.7
1974,INDIANA,BLACKFORD,49.8
1974,INDIANA,DELAWARE,73.7
1974,INDIANA,FAYETTE,82.7
1974,INDIANA,HENRY,78.7
1974,INDIANA,JAY,54.8
1974,INDIANA,RANDOLPH,76.7
1974,INDIANA,UNION,93.6
1974,INDIANA,WAYNE,85.6
1974,INDIANA,CARROLL,81.7
1974,INDIANA,CASS,73.7
1974,INDIANA,ELKHART,50.8
1974,INDIANA,FULTON,54.8
1974,INDIANA,KOSCIUSKO,54.8
1974,INDIANA,MARSHALL,51.8
1974,INDIANA,MIAMI,70.7
1974,INDIANA,ST. JOSEPH,54.8
1974,INDIANA,WABASH,70.7
1974,INDIANA,ADAMS,64.7
1974,INDIANA,ALLEN,64.7
1974,INDIANA,DE KALB,50.8
1974,INDIANA,HUNTINGTON,65.7
1974,INDIANA,LAGRANGE,54.8
1974,INDIANA,NOBLE,54.8
1974,INDIANA,STEUBEN,48.8
1974,INDIANA,WELLS,64.7
1974,INDIANA,WHITLEY,53.8
1974,INDIANA,BENTON,90.6
1974,INDIANA,JASPER,79.7
1974,INDIANA,LA PORTE,62.7
1974,INDIANA,LAKE,69.7
1974,INDIANA,NEWTON,92.6
1974,INDIANA,PORTER,69.7
1974,INDIANA,PULASKI,64.7
1974,INDIANA,STARKE,58.8
1974,INDIANA,WHITE,79.7
1974,INDIANA,BROWN,60.7
1974,INDIANA,CRAWFORD,68.7
1974,INDIANA,FLOYD,78.7
1974,INDIANA,HARRISON,78.7
1974,INDIANA,JACKSON,82.7
1974,INDIANA,LAWRENCE,67.7
1974,INDIANA,MONROE,72.7
1974,INDIANA,ORANGE,78.7
1974,INDIANA,PERRY,70.7
1974,INDIANA,WASHINGTON,79.7
1974,INDIANA,CLARK,83.7
1974,INDIANA,DEARBORN,64.7
1974,INDIANA,FRANKLIN,75.7
1974,INDIANA,JEFFERSON,76.7
1974,INDIANA,JENNINGS,72.7
1974,INDIANA,OHIO,77.8
1974,INDIANA,RIPLEY,73.7
1974,INDIANA,SCOTT,86.6
1974,INDIANA,SWITZERLAND,74.7
1974,INDIANA,DAVIESS,88.6
1974,INDIANA,DUBOIS,87.6
1974,INDIANA,GIBSON,86.6
1974,INDIANA,GREENE,73.7
1974,INDIANA,KNOX,89.6
1974,INDIANA,MARTIN,76.6
1974,INDIANA,PIKE,80.7
1974,INDIANA,POSEY,83.6
1974,INDIANA,SPENCER,79.7
1974,INDIANA,SULLIVAN,71.7
1974,INDIANA,VANDERBURGH,82.7
1974,INDIANA,WARRICK,75.7
1974,INDIANA,CLAY,70.7
1974,INDIANA,FOUNTAIN,76.7
1974,INDIANA,MONTGOMERY,61.7
1974,INDIANA,OWEN,66.7
1974,INDIANA,PARKE,63.7
1974,INDIANA,PUTNAM,57.8
1974,INDIANA,TIPPECANOE,63.7
1974,INDIANA,VERMILLION,67.7
1974,INDIANA,VIGO,62.7
1974,INDIANA,WARREN,90.6
1973,INDIANA,BARTHOLOMEW,97.7
1973,INDIANA,BOONE,113.6
1973,INDIANA,CLINTON,118.6
1973,INDIANA,DECATUR,102.7
1973,INDIANA,GRANT,107.7
1973,INDIANA,HAMILTON,110.6
1973,INDIANA,HANCOCK,103.7
1973,INDIANA,HENDRICKS,97.7
1973,INDIANA,HOWARD,123.6
1973,INDIANA,JOHNSON,108.6
1973,INDIANA,MADISON,114.6
1973,INDIANA,MARION,109.6
1973,INDIANA,MORGAN,109.6
1973,INDIANA,RUSH,115.6
1973,INDIANA,SHELBY,95.7
1973,INDIANA,TIPTON,110.6
1973,INDIANA,BLACKFORD,89.7
1973,INDIANA,DELAWARE,100.7
1973,INDIANA,FAYETTE,105.7
1973,INDIANA,HENRY,98.7
1973,INDIANA,JAY,83.7
1973,INDIANA,RANDOLPH,94.7
1973,INDIANA,UNION,112.6
1973,INDIANA,WAYNE,100.7
1973,INDIANA,CARROLL,114.6
1973,INDIANA,CASS,111.6
1973,INDIANA,ELKHART,81.7
1973,INDIANA,FULTON,99.7
1973,INDIANA,KOSCIUSKO,93.7
1973,INDIANA,MARSHALL,95.7
1973,INDIANA,MIAMI,97.7
1973,INDIANA,ST. JOSEPH,87.7
1973,INDIANA,WABASH,102.7
1973,INDIANA,ADAMS,93.7
1973,INDIANA,ALLEN,91.7
1973,INDIANA,DE KALB,91.7
1973,INDIANA,HUNTINGTON,99.7
1973,INDIANA,LAGRANGE,87.7
1973,INDIANA,NOBLE,88.7
1973,INDIANA,STEUBEN,86.7
1973,INDIANA,WELLS,97.7
1973,INDIANA,WHITLEY,93.7
1973,INDIANA,BENTON,120.6
1973,INDIANA,JASPER,115.6
1973,INDIANA,LA PORTE,93.7
1973,INDIANA,LAKE,97.7
1973,INDIANA,NEWTON,113.6
1973,INDIANA,PORTER,97.7
1973,INDIANA,PULASKI,101.7
1973,INDIANA,STARKE,99.7
1973,INDIANA,WHITE,113.6
1973,INDIANA,BROWN,101.7
1973,INDIANA,CRAWFORD,89.7
1973,INDIANA,FLOYD,73.8
1973,INDIANA,HARRISON,85.7
1973,INDIANA,JACKSON,95.7
1973,INDIANA,LAWRENCE,86.7
1973,INDIANA,MONROE,94.7
1973,INDIANA,ORANGE,91.7
1973,INDIANA,PERRY,71.8
1973,INDIANA,WASHINGTON,94.7
1973,INDIANA,CLARK,90.7
1973,INDIANA,DEARBORN,73.8
1973,INDIANA,FRANKLIN,80.7
1973,INDIANA,JEFFERSON,79.7
1973,INDIANA,JENNINGS,79.7
1973,INDIANA,OHIO,85.7
1973,INDIANA,RIPLEY,79.7
1973,INDIANA,SCOTT,84.7
1973,INDIANA,SWITZERLAND,73.8
1973,INDIANA,DAVIESS,99.7
1973,INDIANA,DUBOIS,90.7
1973,INDIANA,GIBSON,97.7
1973,INDIANA,GREENE,108.6
1973,INDIANA,KNOX,109.6
1973,INDIANA,MARTIN,86.7
1973,INDIANA,PIKE,87.7
1973,INDIANA,POSEY,93.7
1973,INDIANA,SPENCER,94.7
1973,INDIANA,SULLIVAN,99.7
1973,INDIANA,VANDERBURGH,87.7
1973,INDIANA,WARRICK,85.7
1973,INDIANA,CLAY,95.7
1973,INDIANA,FOUNTAIN,110.6
1973,INDIANA,MONTGOMERY,115.6
1973,INDIANA,OWEN,84.7
1973,INDIANA,PARKE,95.7
1973,INDIANA,PUTNAM,109.6
1973,INDIANA,TIPPECANOE,117.6
1973,INDIANA,VERMILLION,108.6
1973,INDIANA,VIGO,90.7
1973,INDIANA,WARREN,112.6
1972,INDIANA,BARTHOLOMEW,93
1972,INDIANA,BOONE,111
1972,INDIANA,CLINTON,116
1972,INDIANA,DECATUR,107
1972,INDIANA,GRANT,110
1972,INDIANA,HAMILTON,107
1972,INDIANA,HANCOCK,106
1972,INDIANA,HENDRICKS,104
1972,INDIANA,HOWARD,124
1972,INDIANA,JOHNSON,103
1972,INDIANA,MADISON,106
1972,INDIANA,MARION,106
1972,INDIANA,MORGAN,108
1972,INDIANA,RUSH,105
1972,INDIANA,SHELBY,97
1972,INDIANA,TIPTON,109
1972,INDIANA,BLACKFORD,91
1972,INDIANA,DELAWARE,111
1972,INDIANA,FAYETTE,104
1972,INDIANA,HENRY,98
1972,INDIANA,JAY,91
1972,INDIANA,RANDOLPH,100
1972,INDIANA,UNION,102
1972,INDIANA,WAYNE,90
1972,INDIANA,CARROLL,113
1972,INDIANA,CASS,107
1972,INDIANA,ELKHART,80
1972,INDIANA,FULTON,105
1972,INDIANA,KOSCIUSKO,90
1972,INDIANA,MARSHALL,93
1972,INDIANA,MIAMI,98
1972,INDIANA,ST. JOSEPH,90
1972,INDIANA,WABASH,106
1972,INDIANA,ADAMS,99
1972,INDIANA,ALLEN,100
1972,INDIANA,DE KALB,91
1972,INDIANA,HUNTINGTON,105
1972,INDIANA,LAGRANGE,95
1972,INDIANA,NOBLE,82
1972,INDIANA,STEUBEN,86
1972,INDIANA,WELLS,96
1972,INDIANA,WHITLEY,93
1972,INDIANA,BENTON,120
1972,INDIANA,JASPER,115
1972,INDIANA,LA PORTE,104
1972,INDIANA,LAKE,103
1972,INDIANA,NEWTON,121
1972,INDIANA,PORTER,107
1972,INDIANA,PULASKI,103
1972,INDIANA,STARKE,97
1972,INDIANA,WHITE,117
1972,INDIANA,BROWN,103
1972,INDIANA,CRAWFORD,92
1972,INDIANA,FLOYD,80
1972,INDIANA,HARRISON,98
1972,INDIANA,JACKSON,106
1972,INDIANA,LAWRENCE,89
1972,INDIANA,MONROE,105
1972,INDIANA,ORANGE,93
1972,INDIANA,PERRY,78
1972,INDIANA,WASHINGTON,87
1972,INDIANA,CLARK,78
1972,INDIANA,DEARBORN,76
1972,INDIANA,FRANKLIN,77
1972,INDIANA,JEFFERSON,100
1972,INDIANA,JENNINGS,108
1972,INDIANA,OHIO,76
1972,INDIANA,RIPLEY,95
1972,INDIANA,SCOTT,100
1972,INDIANA,SWITZERLAND,82
1972,INDIANA,DAVIESS,95
1972,INDIANA,DUBOIS,105
1972,INDIANA,GIBSON,117
1972,INDIANA,GREENE,108
1972,INDIANA,KNOX,108
1972,INDIANA,MARTIN,82
1972,INDIANA,PIKE,100
1972,INDIANA,POSEY,113
1972,INDIANA,SPENCER,91
1972,INDIANA,SULLIVAN,104
1972,INDIANA,VANDERBURGH,93
1972,INDIANA,WARRICK,98
1972,INDIANA,CLAY,103
1972,INDIANA,FOUNTAIN,115
1972,INDIANA,MONTGOMERY,114
1972,INDIANA,OWEN,93
1972,INDIANA,PARKE,109
1972,INDIANA,PUTNAM,119
1972,INDIANA,TIPPECANOE,115
1972,INDIANA,VERMILLION,109
1972,INDIANA,VIGO,91
1972,INDIANA,WARREN,118
1971,INDIANA,BARTHOLOMEW,93.4
1971,INDIANA,BOONE,109
1971,INDIANA,CLINTON,114.1
1971,INDIANA,DECATUR,96.5
1971,INDIANA,GRANT,109
1971,INDIANA,HAMILTON,103.8
1971,INDIANA,HANCOCK,98.6
1971,INDIANA,HENDRICKS,100.7
1971,INDIANA,HOWARD,124.5
1971,INDIANA,JOHNSON,102.7
1971,INDIANA,MADISON,104.8
1971,INDIANA,MARION,104
1971,INDIANA,MORGAN,102
1971,INDIANA,RUSH,98.6
1971,INDIANA,SHELBY,102.7
1971,INDIANA,TIPTON,110
1971,INDIANA,BLACKFORD,88.2
1971,INDIANA,DELAWARE,105.8
1971,INDIANA,FAYETTE,93.4
1971,INDIANA,HENRY,92.4
1971,INDIANA,JAY,80.9
1971,INDIANA,RANDOLPH,86.1
1971,INDIANA,UNION,103.8
1971,INDIANA,WAYNE,88.2
1971,INDIANA,CARROLL,115.2
1971,INDIANA,CASS,112
1971,INDIANA,ELKHART,77.8
1971,INDIANA,FULTON,103.8
1971,INDIANA,KOSCIUSKO,92
1971,INDIANA,MARSHALL,95.5
1971,INDIANA,MIAMI,103
1971,INDIANA,ST. JOSEPH,89.2
1971,INDIANA,WABASH,105.8
1971,INDIANA,ADAMS,99.6
1971,INDIANA,ALLEN,93.4
1971,INDIANA,DE KALB,74.7
1971,INDIANA,HUNTINGTON,104
1971,INDIANA,LAGRANGE,67.4
1971,INDIANA,NOBLE,77.8
1971,INDIANA,STEUBEN,70.6
1971,INDIANA,WELLS,95.5
1971,INDIANA,WHITLEY,95.5
1971,INDIANA,BENTON,122.1
1971,INDIANA,JASPER,119.3
1971,INDIANA,LA PORTE,106.9
1971,INDIANA,LAKE,106.9
1971,INDIANA,NEWTON,117
1971,INDIANA,PORTER,114.1
1971,INDIANA,PULASKI,112
1971,INDIANA,STARKE,103.8
1971,INDIANA,WHITE,116.2
1971,INDIANA,BROWN,99
1971,INDIANA,CRAWFORD,90
1971,INDIANA,FLOYD,66
1971,INDIANA,HARRISON,71.6
1971,INDIANA,JACKSON,96.5
1971,INDIANA,LAWRENCE,79.9
1971,INDIANA,MONROE,84
1971,INDIANA,ORANGE,84.1
1971,INDIANA,PERRY,70.6
1971,INDIANA,WASHINGTON,76.8
1971,INDIANA,CLARK,75.7
1971,INDIANA,DEARBORN,84
1971,INDIANA,FRANKLIN,82
1971,INDIANA,JEFFERSON,88.2
1971,INDIANA,JENNINGS,86.1
1971,INDIANA,OHIO,83
1971,INDIANA,RIPLEY,95.5
1971,INDIANA,SCOTT,99.6
1971,INDIANA,SWITZERLAND,79.9
1971,INDIANA,DAVIESS,91.3
1971,INDIANA,DUBOIS,87.2
1971,INDIANA,GIBSON,100.7
1971,INDIANA,GREENE,102.7
1971,INDIANA,KNOX,103.8
1971,INDIANA,MARTIN,78.9
1971,INDIANA,PIKE,95.5
1971,INDIANA,POSEY,99.6
1971,INDIANA,SPENCER,78.9
1971,INDIANA,SULLIVAN,102
1971,INDIANA,VANDERBURGH,86.1
1971,INDIANA,WARRICK,82
1971,INDIANA,CLAY,98.6
1971,INDIANA,FOUNTAIN,114
1971,INDIANA,MONTGOMERY,111
1971,INDIANA,OWEN,95.5
1971,INDIANA,PARKE,102
1971,INDIANA,PUTNAM,103.8
1971,INDIANA,TIPPECANOE,103.8
1971,INDIANA,VERMILLION,105.8
1971,INDIANA,VIGO,110
1971,INDIANA,WARREN,120
1970,INDIANA,BARTHOLOMEW,62.6
1970,INDIANA,BOONE,87.3
1970,INDIANA,CLINTON,82.2
1970,INDIANA,DECATUR,71.9
1970,INDIANA,GRANT,94.5
1970,INDIANA,HAMILTON,82.2
1970,INDIANA,HANCOCK,83.2
1970,INDIANA,HENDRICKS,65.7
1970,INDIANA,HOWARD,95
1970,INDIANA,JOHNSON,75
1970,INDIANA,MADISON,91.4
1970,INDIANA,MARION,85.2
1970,INDIANA,MORGAN,67.8
1970,INDIANA,RUSH,73.9
1970,INDIANA,SHELBY,73.9
1970,INDIANA,TIPTON,81.1
1970,INDIANA,BLACKFORD,82.2
1970,INDIANA,DELAWARE,91.4
1970,INDIANA,FAYETTE,75
1970,INDIANA,HENRY,81.1
1970,INDIANA,JAY,72.9
1970,INDIANA,RANDOLPH,82.2
1970,INDIANA,UNION,83.2
1970,INDIANA,WAYNE,79.1
1970,INDIANA,CARROLL,82
1970,INDIANA,CASS,81.1
1970,INDIANA,ELKHART,75
1970,INDIANA,FULTON,75
1970,INDIANA,KOSCIUSKO,81.1
1970,INDIANA,MARSHALL,76
1970,INDIANA,MIAMI,78.1
1970,INDIANA,ST. JOSEPH,75
1970,INDIANA,WABASH,81.1
1970,INDIANA,ADAMS,95.5
1970,INDIANA,ALLEN,84
1970,INDIANA,DE KALB,72.9
1970,INDIANA,HUNTINGTON,93.5
1970,INDIANA,LAGRANGE,72.9
1970,INDIANA,NOBLE,77
1970,INDIANA,STEUBEN,76
1970,INDIANA,WELLS,90.4
1970,INDIANA,WHITLEY,84.2
1970,INDIANA,BENTON,87.3
1970,INDIANA,JASPER,93.1
1970,INDIANA,LA PORTE,81.1
1970,INDIANA,LAKE,84.2
1970,INDIANA,NEWTON,89.4
1970,INDIANA,PORTER,93.5
1970,INDIANA,PULASKI,81.1
1970,INDIANA,STARKE,84.2
1970,INDIANA,WHITE,83
1970,INDIANA,BROWN,53.4
1970,INDIANA,CRAWFORD,44.2
1970,INDIANA,FLOYD,50.3
1970,INDIANA,HARRISON,44.2
1970,INDIANA,JACKSON,57.5
1970,INDIANA,LAWRENCE,58.5
1970,INDIANA,MONROE,61
1970,INDIANA,ORANGE,62.7
1970,INDIANA,PERRY,49.3
1970,INDIANA,WASHINGTON,48.3
1970,INDIANA,CLARK,48.3
1970,INDIANA,DEARBORN,74
1970,INDIANA,FRANKLIN,71.9
1970,INDIANA,JEFFERSON,57.5
1970,INDIANA,JENNINGS,58.5
1970,INDIANA,OHIO,65.7
1970,INDIANA,RIPLEY,57.5
1970,INDIANA,SCOTT,75
1970,INDIANA,SWITZERLAND,55.5
1970,INDIANA,DAVIESS,56.5
1970,INDIANA,DUBOIS,48.3
1970,INDIANA,GIBSON,50.3
1970,INDIANA,GREENE,70.9
1970,INDIANA,KNOX,65.7
1970,INDIANA,MARTIN,41.1
1970,INDIANA,PIKE,44.2
1970,INDIANA,POSEY,56.5
1970,INDIANA,SPENCER,44.2
1970,INDIANA,SULLIVAN,72.9
1970,INDIANA,VANDERBURGH,51.4
1970,INDIANA,WARRICK,44.2
1970,INDIANA,CLAY,64.7
1970,INDIANA,FOUNTAIN,68.8
1970,INDIANA,MONTGOMERY,78
1970,INDIANA,OWEN,62.6
1970,INDIANA,PARKE,76
1970,INDIANA,PUTNAM,66.8
1970,INDIANA,TIPPECANOE,83
1970,INDIANA,VERMILLION,78.1
1970,INDIANA,VIGO,71.9
1970,INDIANA,WARREN,76
1969,INDIANA,BARTHOLOMEW,105.8
1969,INDIANA,BOONE,105.8
1969,INDIANA,CLINTON,117
1969,INDIANA,DECATUR,111.9
1969,INDIANA,GRANT,107.9
1969,INDIANA,HAMILTON,103.8
1969,INDIANA,HANCOCK,99.7
1969,INDIANA,HENDRICKS,100.8
1969,INDIANA,HOWARD,121.1
1969,INDIANA,JOHNSON,108.9
1969,INDIANA,MADISON,106.9
1969,INDIANA,MARION,102.8
1969,INDIANA,MORGAN,102.8
1969,INDIANA,RUSH,98.7
1969,INDIANA,SHELBY,105.8
1969,INDIANA,TIPTON,111.9
1969,INDIANA,BLACKFORD,89.6
1969,INDIANA,DELAWARE,102.8
1969,INDIANA,FAYETTE,97.7
1969,INDIANA,HENRY,94.6
1969,INDIANA,JAY,76.3
1969,INDIANA,RANDOLPH,92.6
1969,INDIANA,UNION,111.9
1969,INDIANA,WAYNE,90.6
1969,INDIANA,CARROLL,111.9
1969,INDIANA,CASS,104.8
1969,INDIANA,ELKHART,83.5
1969,INDIANA,FULTON,90.6
1969,INDIANA,KOSCIUSKO,86.5
1969,INDIANA,MARSHALL,88.5
1969,INDIANA,MIAMI,102.8
1969,INDIANA,ST. JOSEPH,86.5
1969,INDIANA,WABASH,87.5
1969,INDIANA,ADAMS,89.6
1969,INDIANA,ALLEN,83.5
1969,INDIANA,DE KALB,76.3
1969,INDIANA,HUNTINGTON,85.5
1969,INDIANA,LAGRANGE,81.4
1969,INDIANA,NOBLE,80.4
1969,INDIANA,STEUBEN,81.4
1969,INDIANA,WELLS,91.6
1969,INDIANA,WHITLEY,79.4
1969,INDIANA,BENTON,116
1969,INDIANA,JASPER,115
1969,INDIANA,LA PORTE,100.8
1969,INDIANA,LAKE,98.7
1969,INDIANA,NEWTON,115
1969,INDIANA,PORTER,99.7
1969,INDIANA,PULASKI,99.7
1969,INDIANA,STARKE,92.6
1969,INDIANA,WHITE,102.8
1969,INDIANA,BROWN,97.7
1969,INDIANA,CRAWFORD,79.4
1969,INDIANA,FLOYD,72.3
1969,INDIANA,HARRISON,88.5
1969,INDIANA,JACKSON,96.7
1969,INDIANA,LAWRENCE,92.6
1969,INDIANA,MONROE,83.5
1969,INDIANA,ORANGE,98.7
1969,INDIANA,PERRY,84.5
1969,INDIANA,WASHINGTON,90.6
1969,INDIANA,CLARK,85.5
1969,INDIANA,DEARBORN,85.5
1969,INDIANA,FRANKLIN,94.6
1969,INDIANA,JEFFERSON,91.6
1969,INDIANA,JENNINGS,91.6
1969,INDIANA,OHIO,89.6
1969,INDIANA,RIPLEY,96.7
1969,INDIANA,SCOTT,93.6
1969,INDIANA,SWITZERLAND,85.5
1969,INDIANA,DAVIESS,102.8
1969,INDIANA,DUBOIS,95.7
1969,INDIANA,GIBSON,96.7
1969,INDIANA,GREENE,93.6
1969,INDIANA,KNOX,113
1969,INDIANA,MARTIN,99.7
1969,INDIANA,PIKE,90.6
1969,INDIANA,POSEY,93.6
1969,INDIANA,SPENCER,87.5
1969,INDIANA,SULLIVAN,100.8
1969,INDIANA,VANDERBURGH,89.6
1969,INDIANA,WARRICK,92.6
1969,INDIANA,CLAY,103.8
1969,INDIANA,FOUNTAIN,107.9
1969,INDIANA,MONTGOMERY,105.8
1969,INDIANA,OWEN,94.6
1969,INDIANA,PARKE,106.9
1969,INDIANA,PUTNAM,101.8
1969,INDIANA,TIPPECANOE,105.8
1969,INDIANA,VERMILLION,111.9
1969,INDIANA,VIGO,96.7
1969,INDIANA,WARREN,106.9
1968,INDIANA,BARTHOLOMEW,84.7
1968,INDIANA,BOONE,96.8
1968,INDIANA,CLINTON,102.8
1968,INDIANA,DECATUR,90.7
1968,INDIANA,GRANT,96.8
1968,INDIANA,HAMILTON,88.7
1968,INDIANA,HANCOCK,86.7
1968,INDIANA,HENDRICKS,80.6
1968,INDIANA,HOWARD,105.9
1968,INDIANA,JOHNSON,89.7
1968,INDIANA,MADISON,89.7
1968,INDIANA,MARION,94.8
1968,INDIANA,MORGAN,84.7
1968,INDIANA,RUSH,80.6
1968,INDIANA,SHELBY,78.6
1968,INDIANA,TIPTON,93.8
1968,INDIANA,BLACKFORD,85.7
1968,INDIANA,DELAWARE,90.7
1968,INDIANA,FAYETTE,84.7
1968,INDIANA,HENRY,82.7
1968,INDIANA,JAY,72.6
1968,INDIANA,RANDOLPH,83.7
1968,INDIANA,UNION,94.8
1968,INDIANA,WAYNE,90.7
1968,INDIANA,CARROLL,98.8
1968,INDIANA,CASS,90.7
1968,INDIANA,ELKHART,82.7
1968,INDIANA,FULTON,82.7
1968,INDIANA,KOSCIUSKO,84.7
1968,INDIANA,MARSHALL,86.7
1968,INDIANA,MIAMI,86.7
1968,INDIANA,ST. JOSEPH,82.7
1968,INDIANA,WABASH,86.7
1968,INDIANA,ADAMS,92.7
1968,INDIANA,ALLEN,90.7
1968,INDIANA,DE KALB,80.6
1968,INDIANA,HUNTINGTON,87.7
1968,INDIANA,LAGRANGE,83.7
1968,INDIANA,NOBLE,84.7
1968,INDIANA,STEUBEN,85.7
1968,INDIANA,WELLS,86.7
1968,INDIANA,WHITLEY,79.6
1968,INDIANA,BENTON,98.8
1968,INDIANA,JASPER,92.7
1968,INDIANA,LA PORTE,92.7
1968,INDIANA,LAKE,86.7
1968,INDIANA,NEWTON,100.8
1968,INDIANA,PORTER,95.8
1968,INDIANA,PULASKI,89.7
1968,INDIANA,STARKE,89.7
1968,INDIANA,WHITE,87.7
1968,INDIANA,BROWN,80.6
